x,y,z,nx,ny,nz
5.898720960479519704e+01,1.944732183836556771e+02,3.873654017833167984e+01,-2.291793303131809123e-01,-2.602136284703673863e-01,9.379582624581370709e-01
1.488218834816026401e+02,9.657603640449838167e+01,6.779397163269884174e+01,1.883264799679397472e-01,1.378173514426040136e-01,-9.723885615237516378e-01
8.701771129305302566e+01,2.683799351717167170e+01,1.629760640924666291e+02,-8.311012625838514190e-01,-2.786979148296687137e-01,-4.812464686614572051e-01
1.402440855705200988e+02,1.156437018280570896e+02,1.320098262795197286e+02,-2.232483005820872501e-01,1.763846339782817463e-01,-9.586702546660960111e-01
9.208211123082763550e+01,2.196769717877343808e+01,3.077719165577079252e+01,7.131963553973081904e-01,-5.831826417469849755e-01,3.889073990180753060e-01
2.157001681588045727e+00,4.417916505210659039e+01,1.306479060951998008e+02,8.725800504086740350e-01,1.313348771968086137e-01,4.704840121178350265e-01
1.955915314131456171e+02,1.013068206120875345e+02,1.284914437826789424e+02,1.059867985032748872e-01,2.854164297458030575e-01,9.525252018567200718e-01
1.658737448539965271e+02,1.664787429723617436e+02,1.837683909471997623e+01,8.861466871952602409e-01,-2.343733818559107784e-01,-3.997663900933754455e-01
1.743563643098168825e+02,1.160652281051312400e+02,1.524152406771690380e+02,9.129621670637851905e-01,-1.325873430494801108e-01,3.859024202713383644e-01
1.487099104678698502e+01,5.500708972438947342e+01,7.120652478943554353e-01,8.234789345478761291e-01,-5.662849406388578144e-01,-3.469597036458413331e-02
1.333505214048161918e+02,1.495109673252930520e+02,1.672870698471202786e+02,-3.505548501309608822e-01,-2.272340988217254609e-01,9.085570765672005278e-01
9.088252190205604109e+01,2.055082781065208586e+00,1.036921599287744442e+02,5.203060349586973166e-01,3.282296145634766571e-01,7.883824897263197462e-01
6.907291458828190400e+01,5.904793460118350623e+01,1.698504246543454883e+02,-8.465029053070931564e-01,-3.942514561421463226e-02,-5.309223005280042651e-01
1.301887116957857984e+02,1.735508438948713206e+02,2.514473451293665285e+00,3.059160002118731514e-01,3.492509955649693298e-02,-9.514176991381535498e-01
3.736559905304684293e+01,8.016589873859645365e+01,1.075337315572477337e+02,4.000817941204170003e-01,8.117813746702844113e-02,9.128771374115864923e-01
1.612380078493563076e+02,1.985122895749133320e+01,8.929699515922601449e+01,-6.721082008070474734e-01,-3.288361705370987376e-01,6.634284734260429417e-01
1.751511397471460896e+02,1.600459783578575212e+00,1.258572981652297784e+02,9.484335240026140479e-01,-4.441579992383134362e-02,3.138488286788868042e-01
2.562200814793836301e+01,3.212976407843866866e+01,1.093752667682583422e+02,-8.522137216177384511e-01,3.983376728555435564e-01,3.392032887052746637e-01
1.809484808368715107e+02,1.749487210148530210e+02,8.336625767803469955e+01,1.783398967277720626e-01,7.655735457354374551e-01,6.181359294711781249e-01
9.905769912573377667e+01,1.404028492168299636e+02,1.934491154571593654e+02,2.318794442964640656e-01,-4.075612724901013229e-01,8.832472657625454193e-01
1.281102977345109935e+02,1.357370755496170887e+02,1.745899391757031083e+02,-3.474733671503462684e-01,3.160550602596491898e-01,8.828201730836638950e-01
5.377253569245161202e+01,6.564450412635096654e+01,5.873076652220198213e+01,6.940372278392797911e-01,4.875501919907253567e-01,5.297236417802912989e-01
1.613977295176377424e+02,5.242015021112221262e+01,1.172000220774383550e+01,9.002321137089663861e-01,3.789697823479588612e-01,-2.143922701783519402e-01
4.617454213350709047e+00,3.384854423813742130e+01,1.693794631309732495e+02,-8.168253374875488193e-01,-3.074622994726729508e-01,4.881222208006193441e-01
1.548322978283199447e+01,1.906060933575812442e+02,1.147354534075509065e+02,6.642097836297138347e-01,-5.440932035210372941e-01,-5.126284709326862643e-01
9.161140325569608223e+00,3.213320875739477600e+01,1.158041296182949793e+02,-9.669552677916912753e-01,-2.163202092974869928e-01,1.349187797802450517e-01
