x,y,z,nx,ny,nz
5.000000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e+02,-3.415060615822037016e-01,-1.044324077384463506e-01,9.340596780273533462e-01
7.148159936743646767e+02,6.977288245972707728e+02,2.160894955803763651e+02,3.041523794354948906e-01,1.191238826186452951e-02,9.525489095524835026e-01
4.347915324044457748e+02,7.793829217937524163e+02,1.976850746002530741e+02,6.839719958499964614e-01,-7.159575776400770031e-02,7.259864711984445051e-01
5.973339439328592562e+02,8.986097667554982849e+00,3.865712826436293881e+02,3.957551334412454658e-01,-1.105335388687372217e-01,-9.116798841370008510e-01
9.489773067815627883e+02,7.863059859350609031e+02,8.662892985816984037e+02,6.744072598313765043e-01,3.433532889940758004e-01,-6.536691570081036851e-01
1.679721837184038407e+02,7.333801675105698905e+02,4.084438601520147358e+02,9.226109456086466487e-01,-3.816718922645840895e-01,5.581764683584067299e-02
1.081933828872306833e+02,1.582234071847994414e+02,5.452026517032128368e+02,-6.481477685824443835e-01,-7.599488361630960531e-01,4.880816013694677657e-02
6.498051090193423533e+02,3.969000029017326483e+02,6.239161135482230520e+02,3.646933985703622594e-01,7.622185115446343806e-01,5.348099341802476925e-01
5.025330593269343922e+02,6.866670799163457559e+02,2.536796486613831405e+02,-7.031615654283109862e-01,-7.025507558900091487e-01,1.094817258851170649e-01
3.628535884331264469e+02,6.375570730187366735e+02,1.914464021189633627e+02,4.118229681037826606e-01,9.112531916108191909e-01,-4.411770765388567384e-03
4.318220713412276268e+02,8.301881020983462349e+02,4.167763046783625782e+02,-4.854204970027403698e-01,3.306713044280217839e-01,8.093351774867338921e-01
5.721387702727486158e+02,8.454436490941133115e+02,8.610143117530719792e+02,8.458931087616511357e-01,4.978352996295225541e-01,1.913762341366689601e-01
2.454537085831021272e+02,7.325934485899678066e+02,8.946512923167388180e+02,-7.953091546951398527e-01,-6.054873977735825141e-01,2.946794182629020042e-02
5.400747296428063464e+02,1.291867836704376771e+02,6.145628463503319381e+02,1.071255760086387149e-01,-9.561167290246755934e-01,-2.726993059103242634e-01
1.098181181178440369e+02,6.840232151236276650e+02,5.146536970836565388e+02,5.496153683440702098e-01,-8.230388826614704056e-01,1.432827432294982994e-01
8.101444221261449457e+02,5.102436292949400354e+02,9.267206932402511939e+02,5.601432536589087130e-01,7.581424745624461004e-01,3.338555430792520262e-01
8.657749159440992344e+02,3.502852108555156860e+02,1.890257594561548444e+02,-7.803612448348403730e-01,6.229269272656574596e-01,-5.475738166845389721e-02
4.367662919395132235e+02,2.609221572944955483e+02,4.124722116627568198e+02,8.070730251697351143e-01,-5.678126291302966200e-01,-1.619319308953992564e-01
6.235688394069138667e+02,8.318412257086116313e+01,7.329987175959950036e+02,4.293495683330972867e-01,-8.294245329961472679e-01,3.573708049579680246e-01
5.888009415812312142e+01,6.118218164552921507e+02,1.240146183132719813e+02,2.354887581034808552e-01,-8.216585293027258707e-01,5.190590583266628810e-01
9.437975058830455737e+02,1.737797937552758469e+02,9.425858497269802001e+02,8.135631189291016307e-02,-9.942923616011469790e-01,-6.902065036492865957e-02
9.812099191312607900e+02,9.732779941289306862e+02,4.009112464116837771e+01,-2.415105264550242992e-01,-6.736058872737954450e-02,-9.680574449368786194e-01
6.574846358352724565e+02,5.349026016644526180e+02,6.665583961002600972e+02,-1.397518972399151571e-01,9.832119585134562190e-01,-1.173185912546599458e-01
7.282694401932469646e+02,6.323937265482748593e+00,9.932776489417449284e+01,-2.283653219833260695e-01,9.372715134960739602e-01,2.633844902499591911e-01
