x,y,z,nx,ny,nz
1.000000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03,-2.159454115343286407e-01,-9.715125045899397627e-01,9.762700785464951958e-02
1.089766365993793670e+03,8.473095986778093902e+02,1.291788226133312264e+03,7.714846696729292796e-01,-6.238829855572117777e-01,-1.248255774746149793e-01
7.668830376515553553e+02,1.583450076165329165e+03,1.057789839505808914e+03,8.843970074367304424e-01,-4.464545711033680586e-01,1.360891221878646196e-01
1.742585994030814049e+02,4.043679488065144056e+01,1.665239691095875969e+03,5.688860518933681609e-01,-6.057094580450823607e-01,5.563135018997009684e-01
1.598317128433447124e+03,9.229587245058636427e+02,1.561058352572910962e+03,-4.119371142169873656e-01,-4.974436230848782725e-01,-7.634511482621335610e-01
1.889337834099167821e+03,1.043696643500143409e+03,8.293238799810471846e+02,1.338083937449078831e-01,-8.719857077943997670e-01,-4.708887757907461169e-01
1.136867897737296971e+03,3.757960087271028726e+01,1.235270994151754167e+03,-7.231318245175690773e-01,-6.533135236310692040e-01,2.241914454448428184e-01
1.363640598206966843e+03,7.190158011475720059e+02,8.740639075986829312e+02,8.535832617088147112e-01,3.393571229781058296e-01,3.952623918545297155e-01
1.341275739236318714e+03,4.207651221476817796e+02,2.578525953097066008e+02,-6.089378542525676341e-01,7.020882530622584161e-01,-3.691432981516322709e-01
8.772030269246406533e+02,1.976747676118452318e+03,2.040896214960561394e+02,4.299710382213315918e-01,6.900100968271440927e-01,-5.822464878103306152e-01
5.065832050795642090e+02,9.326215457126126012e+02,4.888511840032055034e+02,5.623725142577667979e-01,4.674721122075168878e-01,-6.820608327089605627e-01
2.763659026972276251e+02,3.931647233601070184e+02,7.374503413219282493e+02,6.283909705914855204e-01,4.392928108292390443e-01,6.419864596958702041e-01
1.921968157879261412e+02,1.952918930026791486e+03,9.373024032954031100e+02,-2.382709054680588745e-01,-1.844517138919931076e-01,9.535221763806742690e-01
7.837558450864135295e+01,5.656139251528192062e+02,2.403931224263378112e+02,6.706019218406030769e-01,6.197239596452999155e-01,-4.077196049557101354e-01
8.285259890293399394e+02,1.282949926975687163e+02,1.384944238740039737e+03,-9.568408412651882577e-02,9.864590925300183999e-01,1.332029084131503005e-01
1.878810215168833508e+02,1.151892991112358459e+03,1.858592395152428026e+03,-4.621453335595857581e-01,-8.091679619279664726e-01,-3.628620950973526771e-01
1.432654408237131065e+03,5.788121858944022051e+02,3.663827240142336450e+02,9.770672756092361189e-01,1.241031320141854216e-01,1.730258696201663060e-01
9.390952385094131216e+00,1.355633073592460278e+03,5.400159463843297090e+02,8.576724672744332478e-01,-2.076849217217554000e-01,4.703880442451897625e-01
1.152314668835673729e+03,1.184083862543677924e+03,1.144503811581746731e+03,7.961995109035137075e-01,-2.435799870947195633e-01,-5.538367347187633793e-01
1.692817344942255659e+03,1.398958550635008578e+03,5.948739017102673188e+02,-6.196537252188887290e-01,4.713310664726446109e-01,6.275956394049544418e-01
1.162545745271717351e+03,1.763470723709705680e+03,1.385063180155531654e+03,-8.927411988187137215e-01,-7.428971898331654215e-03,4.505085596392810476e-01
1.287980398459274738e+03,8.477100971163594068e+02,1.212786428255848705e+03,-8.737460518963860445e-02,2.601248856990105995e-01,-9.616136033813329487e-01
5.801552144208881145e+02,1.236030857997683142e+03,8.575374018915322267e+02,-2.044716630154689851e-01,6.532034197749543303e-01,-7.290518715550995399e-01
1.181745522496346439e+03,1.148650497699157540e+03,1.306401639714267276e+03,-8.655243154644878256e-01,3.979020486990524907e-01,3.042065400033777678e-01
7.351237400957930959e+02,8.717298505312536463e+02,1.783846710031344173e+03,-2.258544995252066701e-01,-7.576085462376995761e-01,6.123879780921716032e-01
1.838965227489347171e+03,1.428482599098222863e+03,1.997694013135733030e+03,4.819689385452412544e-01,-5.255092557214899873e-01,-7.011033906840125063e-01
1.231119128567688449e+03,2.476399656988830316e+02,1.696016458644468912e+03,-7.156223363552597361e-01,-3.318205872789395383e-01,6.146379174500213871e-01
1.383339909102760998e+02,1.394857546289127185e+03,9.070853653561376859e+02,5.983315533040045597e-01,-6.669067365803669212e-01,4.441111989406958394e-01
1.711606684785222114e+03,2.342816837000394514e+01,7.199561289567277527e+02,4.197732418194007331e-01,7.824370838833579755e-01,4.599811248481160408e-01
1.086759766785072543e+02,3.999930497928001500e+02,3.704358892122794344e+01,1.320001188699695405e-01,7.984626508413653623e-01,5.873954067148412506e-01
1.856162586931181750e+03,1.408828803847065501e+03,6.367785906261569551e+01,-5.360149012151781411e-01,-5.128040473014013889e-01,-6.706116870041745059e-01
4.757856427490172564e+02,1.868427995849587433e+03,1.227931911931792001e+03,-8.424832927099579205e-01,-5.339879351623271209e-01,7.126560604991662162e-02
6.238899909592037147e+02,7.964421244321837321e+02,4.196874979502442784e+02,7.314532752472198140e-01,-2.666023028715991949e-01,-6.276139882393276803e-01
9.809176172351341165e+02,4.548292559466464695e+02,5.087129635407858927e+02,-4.284558854436809616e-01,1.872769653016557179e-01,-8.839416793522487659e-01
1.392686977630919046e+03,7.555036785849617900e+02,3.592073551192696073e+02,2.829981820871951270e-01,1.272430114411602642e-01,-9.506425432173375434e-01
9.073936891120906694e+02,1.073158422217444468e+03,1.793342586080684214e+03,4.039668468024888021e-02,1.914130991609834520e-01,9.806778947934087221e-01
5.266447534743012966e+02,4.130199893145736212e+01,1.516757307672282877e+03,-6.938403960525394432e-01,6.237068228049186258e-01,-3.599656983550643119e-01
1.662096910472380841e+03,1.257963687182297463e+03,1.745301310894790504e+03,2.650788821851868815e-01,-8.512346011750702157e-01,-4.529159303687284588e-01
1.905583313943889152e+03,1.374976552775630580e+03,4.310153542271169158e+02,-5.358871406253851860e-02,-4.433581721221436789e-01,8.947411809778484937e-01
4.266239547349639452e+02,1.036401427861326511e+03,5.132543610906314768e+01,-7.218684540874867883e-01,3.696091285988768460e-01,-5.850598491177811944e-01
9.271508487296214298e+02,5.552574125894637973e+02,1.173568692916337568e+03,5.072084766586160143e-01,4.617098150988331873e-01,7.277112118464628132e-01
2.641362126903066496e+02,1.433719362385187424e+03,7.921194056145874356e+02,4.035443990834485239e-01,9.055562521385546182e-01,1.308426237170179640e-01
9.761125612979091102e+02,7.112254756999112715e+02,1.880863890505626159e+03,-7.116901862417620954e-03,-8.475608464747287352e-01,5.306505076139305110e-01
1.668448708840371069e+02,1.104384939844813061e+03,1.168952137911537648e+03,-1.001664051129422389e-01,3.693586603633851051e-01,9.238727570944580414e-01
