x,y,z,nx,ny,nz
1.500000000000000000e+03,1.500000000000000000e+03,1.500000000000000000e+03,4.190659746874647595e-02,-5.918843047467269303e-01,-8.049327965010968366e-01
4.143950624289586244e+02,9.943396898127944041e+02,2.489986950206786105e+02,3.269014431311431101e-01,-8.802448412434935587e-01,3.439541625609332520e-01
1.906982204390557854e+03,6.477697681415410216e+02,1.647082296252838887e+03,9.947060146804664882e-02,9.908596067800802265e-01,9.111991601845215172e-02
1.498977801146864067e+03,4.563252672653640616e+02,1.598058241671808901e+03,-3.680999301866180740e-01,-9.019049616722594198e-01,-2.259864631069019580e-01
2.838480134890177851e+03,2.332073754320120770e+03,1.824102909202363207e+03,-6.060821617265841343e-01,-7.612822894391659823e-01,2.304640731721379066e-01
2.250468445809679451e+03,8.604914682604600102e+02,2.128128173478702138e+03,-1.816340991725257092e-01,-4.575662255900576625e-01,-8.704264490564688206e-01
1.661479440931682120e+03,1.039585889371770918e+03,5.178388802525930714e+02,9.442248759432346761e-01,3.184430864031459474e-01,8.386527512636998694e-02
2.133200910694228696e+03,1.325016679889047282e+02,2.296096846068857928e+02,2.022255804637627108e-01,-7.239501562261875696e-03,-9.793122097795086134e-01
5.392164082941096694e+02,1.093135205898249296e+03,2.591510181129455304e+03,9.789822706381084982e-01,-1.780327302444342508e-01,-9.948899807499311798e-02
2.147023448108341654e+03,2.762844751761789666e+03,2.806093267643582294e+03,-2.278050789988286251e-01,-4.320462160879166569e-01,8.726058177358495538e-01
1.572683190646190042e+03,1.346765271005530622e+03,9.383275999656348176e+01,2.862282534216945007e-01,6.342312252685585738e-01,7.182089806160245615e-01
2.902104835988077411e+03,2.694947237619980569e+03,2.503114508372757427e+03,-6.338153618100521580e-01,7.520049446469330157e-01,1.810156080567530967e-01
1.320635281324099651e+03,2.280559563805891685e+03,1.326821498618008491e+03,2.790251830974698755e-01,6.132642917005601824e-01,-7.389532161933078935e-01
8.065557042141115289e+02,2.631795650985830434e+03,4.918816806661422447e+02,-3.547966889701326676e-01,2.572065110802767007e-01,8.988682440456678968e-01
2.132198020869399897e+03,1.202841996204329917e+03,2.735479020377657889e+03,-4.515061519555169101e-01,1.360941329039668662e-02,-8.921642105667615397e-01
1.045412584740200600e+03,2.222658515301147872e+03,1.083471024541734096e+03,9.525836181322970830e-01,-1.555971162765011351e-01,2.614842019557184205e-01
